Time,Loss_mae,Threshold,Anomaly
2013-12-12 15:04:21.119000,0.5726420110994608,1.944082999029109,False
2013-12-17 23:24:17.164000,0.661530880919441,1.944082999029109,False
2013-12-19 21:04:15.838000,0.7020605741107442,1.944082999029109,False
2013-12-27 12:44:10.154000,0.7795849148320939,1.944082999029109,False
2014-01-08 04:24:01.625000,0.9143987118028424,1.944082999029109,False
2014-01-08 14:06:30.089000,0.9886826906578835,1.944082999029109,False
2014-01-22 16:48:56.672000,1.0055797776247368,1.944082999029109,False
2014-01-23 11:48:56.096000,0.9563787678495018,1.944082999029109,False
2014-01-23 12:48:56.023000,0.8420521307995785,1.944082999029109,False
2014-01-23 16:56:01.550000,0.7760661923611547,1.944082999029109,False
2014-01-23 18:22:04.008000,0.7317196749064285,1.944082999029109,False
2014-01-24 12:48:55.131000,0.7158546541752274,1.944082999029109,False
2014-01-24 16:01:12.695000,0.7198221092226843,1.944082999029109,False
2014-01-27 12:10:22.047000,0.7118526262250313,1.944082999029109,False
2014-01-27 12:16:57.414001,0.7393329042120925,1.944082999029109,False
2014-01-27 12:31:40.772000,0.77831742702706,1.944082999029109,False
2014-01-31 12:11:26.551000,0.7739154771410911,1.944082999029109,False
2014-01-31 14:31:26.400000,0.701138846310552,1.944082999029109,False
2014-02-11 16:51:19.100000,0.6139813432947374,1.944082999029109,False
2014-02-18 16:17:41.947000,0.5766561694438388,1.944082999029109,False
2014-02-21 15:17:39.755000,0.6298557262363013,1.944082999029109,False
2014-02-21 15:37:39.736000,0.8187347458999374,1.944082999029109,False
2014-02-21 17:39:45.709000,0.9347217934062991,1.944082999029109,False
2014-02-25 16:17:37.055000,0.972358603231679,1.944082999029109,False
2014-02-27 14:22:52.862000,0.92825618688122,1.944082999029109,False
2014-02-27 14:37:35.635000,0.8445870157018055,1.944082999029109,False
2014-02-27 15:57:35.586000,0.7777823729585078,1.944082999029109,False
2014-03-03 11:17:33.257000,0.7528745941044052,1.944082999029109,False
2014-03-03 16:59:50.138000,0.7578194623620802,1.944082999029109,False
2014-03-05 11:17:31.774000,0.7586472144309165,1.944082999029109,False
2014-03-07 16:34:48.248000,0.7565794404018359,1.944082999029109,False
2014-03-13 20:57:25.207000,0.7532555956897761,1.944082999029109,False
2014-03-20 16:15:30.791000,0.7879509050481396,1.944082999029109,False
2014-03-20 16:37:19.933000,0.8038453213406158,1.944082999029109,False
2014-03-24 04:17:17.281000,0.7654823006980246,1.944082999029109,False
2014-03-24 15:57:16.778000,0.6957197814737502,1.944082999029109,False
2014-03-26 09:37:15.461000,0.6671555288906736,1.944082999029109,False
2014-03-26 14:57:15.229000,0.6334489675360283,1.944082999029109,False
2014-03-26 17:47:29.578000,0.7189035253195134,1.944082999029109,False
2014-03-27 19:42:25.602000,0.7845660352006966,1.944082999029109,False
2014-03-29 08:11:49.639000,0.8070743608285471,1.944082999029109,False
2014-03-31 23:51:37.638000,0.8026903642370754,1.944082999029109,False
2014-04-11 09:31:30.574000,0.7744409868213911,1.944082999029109,False
2014-04-15 10:51:29.646000,0.7518418926623855,1.944082999029109,False
2014-04-15 11:11:29.648000,0.7460300754895727,1.944082999029109,False
2014-04-15 14:57:39.640000,0.7590796720747353,1.944082999029109,False
2014-04-15 16:39:02.222000,0.7937314207437954,1.944082999029109,False
2014-04-15 16:42:05.813000,0.8301908936887048,1.944082999029109,False
2014-04-16 15:51:53.424000,0.8494387166377741,1.944082999029109,False
2014-04-25 19:22:58.122000,0.84811781068864,1.944082999029109,False
2014-04-29 10:18:02.855000,0.868374924807939,1.944082999029109,False
2014-04-29 13:37:55.354000,0.9476266140942716,1.944082999029109,False
2014-04-29 14:17:55.265000,1.0677995497348454,1.944082999029109,False
2014-05-19 20:17:39.049000,1.2662132527489744,1.944082999029109,False
2014-05-28 12:26:20.285000,1.326063912085573,1.944082999029109,False
2014-06-10 16:55:34.984000,1.3265877146546083,1.944082999029109,False
2014-06-12 17:32:27.933000,1.234084556788754,1.944082999029109,False
2014-06-12 17:52:28.968000,1.0751354064477732,1.944082999029109,False
2014-06-13 10:08:50.348000,1.0683996753772453,1.944082999029109,False
2014-06-17 11:40:18.509000,1.0771918074930742,1.944082999029109,False
2014-06-17 16:09:00.312000,1.0675763561896947,1.944082999029109,False
2014-06-17 16:17:17.486000,1.05694058767046,1.944082999029109,False
2014-06-17 16:54:43.865000,1.0816476703444424,1.944082999029109,False
2014-06-17 17:03:32.719000,1.0855991846383335,1.944082999029109,False
2014-06-17 17:21:52.182000,1.1187556798116098,1.944082999029109,False
2014-06-21 07:02:31.480000,1.174821389637801,1.944082999029109,False
2014-06-27 11:54:28.387000,1.3336672244590393,1.944082999029109,False
2014-06-27 12:22:28.054000,1.7478464751976588,1.944082999029109,False
2014-07-02 12:02:24.511000,2.9291348730232425,1.944082999029109,True
2014-07-04 18:02:23.219000,3.7126368651629345,1.944082999029109,True
2014-07-08 15:22:21.437000,3.362675473911137,1.944082999029109,True
2014-07-08 19:42:21.257000,1.947859191878982,1.944082999029109,True
2014-07-15 17:02:16.162000,0.7493938556317508,1.944082999029109,False
2014-07-16 17:42:15.670000,0.4886435675376503,1.944082999029109,False
2014-07-18 10:22:15.165000,0.4478214458306897,1.944082999029109,False
2014-07-23 11:22:12.010000,0.6167472900354207,1.944082999029109,False
2014-07-23 22:42:11.781000,0.48481560696249604,1.944082999029109,False
2014-07-28 15:22:08.942000,0.3817479376575906,1.944082999029109,False
2014-07-29 03:42:08.730000,0.4685535944828974,1.944082999029109,False
2014-07-29 11:17:07.302000,0.6706462697707177,1.944082999029109,False
2014-07-29 22:42:08.086000,0.7628939815064806,1.944082999029109,False
2014-08-06 15:02:04.247000,0.6568659962233164,1.944082999029109,False
2014-08-08 10:22:03.623000,0.5208447209910124,1.944082999029109,False
2014-08-11 21:42:02.651000,0.44023568305679084,1.944082999029109,False
2014-08-11 22:22:02.607000,0.3972820149056841,1.944082999029109,False
2014-08-22 10:02:15.255000,0.35189966705449605,1.944082999029109,False
2014-08-22 10:30:11.672000,0.3085528781844469,1.944082999029109,False
2014-08-22 12:01:57.024000,0.27892462913394767,1.944082999029109,False
2014-08-22 12:21:57.025000,0.2648120566457991,1.944082999029109,False
2014-08-26 16:21:54.533000,0.25635000940969865,1.944082999029109,False
