Time,Mob dist,Thresh,Anomaly
2013-12-12 14:53:05.917,18.09195702041292,0.9106132356010351,True
2013-12-18 00:02:45.196,10.582045744114305,0.9106132356010351,True
2014-01-22 17:06:36.260,11.011346562654403,0.9106132356010351,True
2014-01-23 11:46:30.149,10.530833809387941,0.9106132356010351,True
2014-01-23 12:42:02.132,8.351554240948866,0.9106132356010351,True
2014-01-23 18:22:04.003,5.692864749233176,0.9106132356010351,True
2014-01-24 12:46:22.071,3.4166250206595326,0.9106132356010351,True
2014-01-24 16:06:21.076,1.823669203086566,0.9106132356010351,True
2014-01-31 12:25:27.117,0.8617319949956217,0.9106132356010351,False
2014-01-31 14:25:26.543,0.3514029783443894,0.9106132356010351,False
2014-02-21 15:35:24.390,0.13004693271554876,0.9106132356010351,False
2014-02-21 17:40:37.087,0.09937805706202081,0.9106132356010351,False
2014-02-25 16:34:53.093,0.11721805502403053,0.9106132356010351,False
2014-02-27 14:24:44.867,0.12630770617654583,0.9106132356010351,False
2014-03-03 14:28:31.249,0.12908450200741375,0.9106132356010351,False
2014-03-03 17:14:06.163,0.12959445463063152,0.9106132356010351,False
2014-03-05 11:13:52.590,0.12956672038341263,0.9106132356010351,False
2014-03-07 16:53:35.277,0.12954996291444618,0.9106132356010351,False
2014-03-20 11:50:07.124,0.12965224880812398,0.9106132356010351,False
2014-03-20 11:55:22.537,0.12984876427907943,0.9106132356010351,False
2014-03-20 16:14:28.801,0.1300898230419582,0.9106132356010351,False
2014-03-20 16:34:28.661,0.13033270067883493,0.9106132356010351,False
2014-03-24 15:53:57.650,0.13054780004499525,0.9106132356010351,False
2014-03-26 09:33:44.206,0.13071737269494316,0.9106132356010351,False
2014-03-26 14:53:42.375,0.13083286272832703,0.9106132356010351,False
2014-03-26 17:47:29.271,0.13089253812566265,0.9106132356010351,False
2014-04-15 10:51:19.776,0.1308995752221803,0.9106132356010351,False
2014-04-15 11:11:19.692,0.1308606945937299,0.9106132356010351,False
2014-04-25 19:29:49.568,0.130784878396335,0.9106132356010351,False
2014-04-29 13:49:20.866,0.13068227569213633,0.9106132356010351,False
2014-04-29 15:41:54.639,0.13056328812670062,0.9106132356010351,False
2014-05-15 10:27:19.072,0.1304374172116584,0.9106132356010351,False
2014-05-16 09:01:53.983,0.13031319913053532,0.9106132356010351,False
2014-05-28 12:25:38.392,0.13019683726430986,0.9106132356010351,False
2014-06-12 17:43:41.387,0.13009369542880683,0.9106132356010351,False
2014-06-12 18:03:41.228,0.13000447308317678,0.9106132356010351,False
2014-06-21 07:02:35.506,0.12992936638002386,0.9106132356010351,False
2014-06-27 00:02:02.036,0.12986903698163788,0.9106132356010351,False
2014-06-27 11:55:48.312,0.12982161413149323,0.9106132356010351,False
2014-06-27 12:21:47.710,0.1297851982188775,0.9106132356010351,False
2014-07-02 10:29:11.906,0.12975776610167952,0.9106132356010351,False
2014-07-04 18:00:52.134,0.12973743327184445,0.9106132356010351,False
2014-07-08 15:20:22.106,0.12972257544449697,0.9106132356010351,False
2014-07-16 17:39:20.011,0.1297118887219546,0.9106132356010351,False
2014-07-18 10:39:06.858,0.12970433438465928,0.9106132356010351,False
2014-07-28 15:17:48.312,0.1296990717744357,0.9106132356010351,False
2014-07-29 11:17:52.549,0.129695451491795,0.9106132356010351,False
2014-08-06 15:16:39.092,0.1296929753391459,0.9106132356010351,False
2014-08-08 10:36:25.273,0.12969122998720758,0.9106132356010351,False
2014-08-11 21:35:58.572,0.1296898937377358,0.9106132356010351,False
2014-08-11 22:15:58.337,0.12968870273223304,0.9106132356010351,False
2014-08-22 09:54:48.602,0.12968744375110597,0.9106132356010351,False
2014-08-22 10:01:14.267,0.1296859784113712,0.9106132356010351,False
2014-08-22 10:30:11.243,0.12968425260944955,0.9106132356010351,False
2014-08-22 11:54:37.258,0.12968227929651088,0.9106132356010351,False
2014-08-22 12:28:31.944,0.12968010480939868,0.9106132356010351,False
2014-08-26 16:34:05.202,0.12967777423599575,0.9106132356010351,False
2014-08-28 12:53:51.012,0.12967539534318234,0.9106132356010351,False
2014-08-28 17:08:18.833,0.12967310627385328,0.9106132356010351,False
2014-08-28 17:14:40.660,0.1296709765377637,0.9106132356010351,False
2014-08-30 09:33:07.930,0.12966901422004803,0.9106132356010351,False
2014-08-30 09:55:15.451,0.12966726251068988,0.9106132356010351,False
2014-08-30 10:33:07.565,0.1296657568549528,0.9106132356010351,False
2014-08-30 12:32:20.044,0.12966447033354675,0.9106132356010351,False
2014-09-05 07:32:22.952,0.12966335998403786,0.9106132356010351,False
2014-09-05 08:12:23.577,0.1296623906019461,0.9106132356010351,False
2014-09-17 09:10:50.052,0.1296614990717226,0.9106132356010351,False
2014-09-17 11:50:59.211,0.12966063984119044,0.9106132356010351,False
2014-09-17 14:50:48.195,0.12965985234119168,0.9106132356010351,False
2014-10-08 17:28:07.873,0.1296591220861082,0.9106132356010351,False
2014-10-08 17:48:07.773,0.12965843969549667,0.9106132356010351,False
2014-10-16 14:07:07.775,0.12965787199986314,0.9106132356010351,False
2014-10-16 15:57:52.325,0.1296574806884957,0.9106132356010351,False
2014-10-21 14:12:04.005,0.12965735607916506,0.9106132356010351,False
2014-10-21 14:53:58.801,0.12965760156343203,0.9106132356010351,False
2014-10-23 11:13:11.795,0.1296583070043721,0.9106132356010351,False
2014-10-23 11:53:11.543,0.12965959082561562,0.9106132356010351,False
2014-10-29 11:52:25.387,0.12966156291505068,0.9106132356010351,False
2014-10-30 14:32:18.393,0.12966432972675038,0.9106132356010351,False
